ID,Name,Display Size,RAM (GB),Storage,GPU,Brand,Operating System,CPU,Color,Screen Resolution,Series
1,"HP 17.3"" Flagship HD+ Business ",?17.3,?16,?1024,?Intel UHD Graphics,?HP,?Windows11,?Intel,,?1600x900,?HP
2,"Lenovo IdeaPad, 20GB RAM, 1TB SSD, AMD Dual-core Processor, 15.6 Inch HD Anti-Glare Display, Long Battery Life Up to 9.5Hr, HDMI, SD Card Reader, Windows 11, 1 Year Microsoft 365",?15.6,?20,?1024,?AMD Radeon,?Lenovo,?Windows11,?AMD,,?1366x768,?IdeaPad
3,"Lenovo Ideapad 1i 14"" HD (Intel Celeron N4020, 4GB RAM, 128GB Storage (64GB eMMC + 64GB SD Card), UHD Graphics) Home & Education ",?14,?4,?128,?Intel UHD Graphics 600,?Istcomputers,?Windows11S,?Intel,?Cloud Grey,?1366x768,?Ideapad 1i
4,"Gateway 2023 15"" HD IPS ",?15,?4,?128,,?Gateway,?ChromeOS,?Intel,,?1366x768,"?Gateway 15"" Chromebook"
5,Gateway Newest Touchscreen 11.6 HD 2-in-1 Convertible ,?11.6,?4,?64,?Intel,?Gateway,?Windows10S,?Intel,?Black,?1366x768,?Gateway-11-T-Black
6,jumper ,?14,?12,?256,?Intel UHD Graphics 600,?jumper,?Windows11,?Intel,,?1920x1080,?Jumper Laptop S5
7,WIPEMIK ,?15.6,?,?512,?Intel UHD Graphics 600,?WIPEMIK,?Windows11Pro,?Intel,,?1920x1080,
8,HP 2022 Stream 14'' HD ,?14,?4,?64,?Intel HD Graphics 600,?HP,?Windows11S,?Intel,?White,?1366x768,
9,"HP Latest Stream 14"" HD ",?14,?4,?64,?Intel Integrated Graphics 600,?HP,?Windows11,?Intel,?Jet Black,?1366x768,?HP Laptop
10,Lenovo 2022 Ideapad 3 ,?15.6,?12,?256,?Intel UHD Graphics,?Lenovo,?Windows11Home,?Intel,?Almond,?1366x768,?Ideapad 3
11,Acer Swift 3 Thin & Light ,?14,?8,?512,?AMD Radeon Graphics,?acer,?Windows10Home,?AMD,?Silver,?1920x1080,?Swift 3
12,Dell Inspiron 16 5635 ,?16,?16,?1024,?AMD Radeon Graphics,?Dell,?Windows11,?AMD,?Silver,?2560x1600,?Dell Inspiron 16 5635 laptop
13,"HP 2023 14"" HD IPS Chromebook, Intel Pentium 4-Core Processor Up to 2.68GHz, 4GB Ram, 64GB SSD, Intel 4K Graphics, Super-Fast 6th Gen WiFi, Dale Silver, Chrome OS (Renewed)",?14,?4,?64,,?HP,?ChromeOS,?Intel,?Dale Silver,?1366x768,"?HP 14"" Chromebook"
14,ASUS Newest Vivobook ,?14,?24,?1024,?Intel UHD Graphics 770,?ASUS,?Windows11Home,?Intel,?Silver,?1366x768,?ASUS - Vivobook
15,"Acer Vero 14"" FHD ",?14,?16,?512,,?Acer,?Windows11Home,?Intel,,?1920x1080,?AV14-51-58XZ
16,Dell Latitude 5400 Business ,?14,?8,?,,?Dell,?Windows10Pro,?Intel,,?1920x1080,?Dell Latitude
17,Coolby ,?15.6,?4,?512,,?Coolby,?Windows11Pro,?Intel,,?1920x1080,?HealBook Pro
18,SGIN 15.6 Inch ,?15.6,?4,?128,?Integrated,?SGIN,?Windows11,?Intel,?Gray,?1366x768,
19,"ASUS C223 11.6"" HD Chromebook ",?11.6,?4,?32,?Intel HD Graphics 500,?ASUS,?ChromeOS,?Intel,?Gray,?1366x768,
20,"HP Newest 14"" Ultral Light ",?14,?,?64,?Intel UHD Graphics 600,?HP,?Windows11Home,?Intel,?Jet Black,?1366x768,"?HP Newest 14"""
21,Lenovo Ideapad 14in Chromebook Intel Celeron N3060 Dual-core 1.6GHz 4GB LPDDR3 32GB Flash Memory Chrome OS (Renewed),?14,?4,?32,?Intel HD Graphics 400,?Lenovo,?ChromeOS,?Intel,,?1366x768,?N42-20
22,SGIN ,?15.6,?4,?128,?Integrated,?SGIN,?Windows11Home,?Intel,?Silver,?1366x768,?SGIN-M15
23,WIPEMIK ,?15.6,?,?512,?Intel UHD Graphics 600,?WIPEMIK,?Windows11Pro,?Intel,,?1920x1080,
24,Dell Inspiron 16 5635 ,?16,?16,?1024,?AMD Radeon Graphics,?Dell,?Windows11,?AMD,?Silver,?2560x1600,?Dell Inspiron 16 5635 laptop
25,"HP 17.3"" Full HD ",?17.3,?8,?256,?AMD Radeon Integrated Graphics,?HP,?Windows10,?AMD,?Silver,?1920x1800,?HP 17 Laptop
26,15.6inch 1080p ,?15.6,?,?512,?Intel UHD Graphics,?Generic,?Windows11Home,?Intel,?Gray,?1920x1080,?X133
27,"HP 2022 Stream 14"" HD BrightView ",?14,?16,?64,?Intel HD Graphics 600,?HP,?Windows11,?Intel,?Blue,?1366x768,
28,HP 15.6 inch ,?15.6,?,?,,?HP,?Windows11Home,?Intel,?Silver,?1920x1080,?HP 15.6 inch Laptop PC
29,HP Premium 14-inch HD Thin and Light ,?14,?32,?64,?Intel UHD Graphics,?HP,?Windows11,?Intel,?Pink,?1366x768,?Premium
30,"HP Newest 14"" HD ",?14,?8,?256,?Intel UHD Graphics,?HP,?Windows10Home,?Intel,?Natural Silver,?1366x768,?Dell Precision
31,"Lenovo IdeaPad Duet 3 10IGL5 10.3"" WUXGA Touchscreen Notebook Intel Celeron N4020 4GB Ram 64GB eMMC microSD Card Slot Graphite Grey Windows 11 Home in S Mode (Renewed)",?10.3,?4,?64,?Intel,?Lenovo,"?English,Windows11Home",?Intel,,?1920x1080,
32,Dell Inspiron 15 3000 15.6-inch Full HD 11th Gen Intel Core i5-1135G7 12GB 256GB SSD ,?15.6,?12,?256,?Intel Iris Xe Graphics,?Dell,?Windows10,?Intel,?Black,?1920x1080,?Dell Inspiron
33,"HP 17.3"" Flagship HD+ Business ",?17.3,?16,?1024,?Intel UHD Graphics,?HP,?Windows11,?Intel,,?1600x900,?HP
34,Coolby ,?15.6,?4,?512,,?Coolby,?Windows11Pro,?Intel,,?1920x1080,?HealBook Pro
35,Acer Aspire 5 A515-56-53S3 ,?15.6,?8,?256,,?acer,?Windows,?Intel,?Silver,?1920x1080,?Aspire 5
36,"Lenovo ThinkPad T460 14in Notebook Intel Core I5-6200U up to 2.8G,Webcam,1920x1080,8G RAM,256G SSD,USB 3.0,HDMI,Win 10 Pro 64 Bit,Multi-Language Support English-Spanish (Renewed)",?14,?8,?256,?Integrated HD Graphics,?Lenovo,"?Windows10Professional64Bit,Multi-LanguageSupportEnglish/Spanish",?Intel,,?1920x1080,?Lenovo Thinkpad
37,"Apple MacBook Air with Intel Core i5, 1.6GHz, (13-inch, 4GB,128GB SSD) - Silver (Renewed)",?13.3,?4,?128,?Intel HD Graphics 6000,?Apple,?MacOS,?Intel,?Silver,?1440x900,?MacBook Air
38,2022 HP Envy X360 15.6'' FHD IPS Touchscreen 2-in-1 ,?15.6,?64,?2048,?Intel Iris Xe Graphics,?HP,?Windows11Home,?Intel,?Natural Silver,?1920x1080,?15T-EW000
39,"HP EliteBook 840 G6 14"" FHD (1920x1080) IPS Business ",?14,?,?512,?Intel UHD Graphics 620,?HP,?Windows10Pro,?Intel,,?1920x1080,?HP EliteBook 840 G6
40,Asus 2022 ASUS ROG Zephyrus 14'' Flagship Gaming ,?14,?16,?512,?NVIDIA GeForce RTX 3060,?ASUS,?Windows11Home,?AMD,,?1920x1080,?ASUS ROG Zephyrus 14
41,"Lenovo - IdeaPad 3 15"" ",?15.6,?8,?256,?Intel UHD Graphics,?Lenovo,?Windows10,?Intel,?Platinum Gray,?1920x1080,?Lenovo Ideapad
42,HP Chromebook 14-inch FHD ,?14,?44,?32,?Intel UHD Graphics 600,?HP,?ChromeOS,?Intel,?Mineral Silver,?1920x1080,?Chromebook
43,SGIN ,?15.6,?4,?128,?Integrated,?SGIN,?Windows11Home,?Intel,?Silver,?1366x768,?SGIN-M15
44,Lenovo IdeaPad Gaming 3 ,?15.6,?32,?1024,?NVIDIA GeForce RTX 4050,?Lenovo,?Windows11Home,?AMD,?Gray,?1920x1080,?IdeaPad Gaming 3 15ARH7
45,WIPEMIK ,?15.6,?,?512,?Intel UHD Graphics 600,?WIPEMIK,?Windows11Pro,?Intel,,?1920x1080,
46,Dell Inspiron 16 5635 ,?16,?16,?1024,?AMD Radeon Graphics,?Dell,?Windows11,?AMD,?Silver,?2560x1600,?Dell Inspiron 16 5635 laptop
47,Dell Precision 15 7530 15.6-inch FHD Mobile Workstation ,?15.6,?16,?512,?Quadro P1000,?Dell,?Windows10,?Intel,?Black,?1920x1080,?Dell Precision
48,"Dell Precision M5520 Intel Core i7-7820HQ X4 2.9GHz 16GB 512GB SSD, Silver (Renewed)",?15.6,?16,?512,?NVIDIA Quadro M1200,?Dell,?Windows10Pro,?Intel,,?1920x1080,?Dell Precision
49,HP ProBook 640 G3 14 Inch ,?14,?8,?256,?Intel HD Graphics,?HP,?Win10Pro64BitMulti-LanguageSupportEnglish/French/Spanish(Renewed),?Intel,?Black,?1366x768,?ProBook 640 G3
50,Dell Latitude 3340 13.3-inch ,?13.3,?8,?500,?Intel HD Graphics 4400,?Dell,?Windows10Home,?Intel,?Black,?1366x768,?Latitude
51,"Dell Latitude E6530 15.6INCH FHDplus (19201080), Intel Core I5 3210M Upto 3.1G, 8G DDR3, 512GB SSD, DVD, WiFi, VGA, HDMI, USB 3.0, Win10 64 Bit-Multi-Language(CI5)(Renewed)",?15.6,?8,?512,?Intel HD Graphics,?Dell,?Windows10Home64Bit–Multi-languagesupportsEnglish/Spanish/French,?Intel,,?1920x1080,?Dell Latitude
52,Dell Latitude E6420 14.1-Inch ,?14.1,?4,?128,?Intel HD Graphics 3000,?Dell,?Windows10;,?Intel,?Black/silver,?1366x768,?Dell Latitude
53,"HP Stream 14inch HD Display,Intel(R) Celeron(R) N4120 Processor, 32GB DDR4 Memory, 128GB Storage (64GB eMMC+64GB Card),WiFi, Webcam, Bluetooth, 1-Year Microsoft 365, Win11, Rose Gold, W/GaLiMu",?14,?,?64,?Intel UHD Graphics 600,?HP,?Windows11,?Intel,?Rose Gold,?1366x768,??HP Stream 14
54,Acer Chromebook C740 11.6 Inch Non-Touch ,?11.6,?4L,?16,?Intel HD Graphics,?Acer,?ChromeOS,?Intel,,?1366x768,?Acer
55,Coolby ,?15.6,?4,?512,,?Coolby,?Windows11Pro,?Intel,,?1920x1080,?HealBook Pro
56,SGIN ,?15.6,?4,?128,?Integrated,?SGIN,?Windows11Home,?Intel,?Silver,?1366x768,?SGIN-M15
57,SGIN 15.6 Inch ,?15.6,?12,?512,?Integrated,?SGIN,,?Intel,?Black,,
58,HP Pavilion Premium ,?15.6,?16,?512,?AMD Radeon Graphics,?HP,?Windows10,?AMD,?Natural Silver,?1920x1080,?Pavilion
59,Lenovo IdeaPad 3i ,?14,?,?256,?Intel UHD Graphics,?Lenovo,?Windows11Home,?Intel,?Grey,?1920x1080,
60,"Dell Precision 5520 15.6-inch FHD, Core i7-6820HQ 2.7GHz, 16GB RAM, 1TB Solid State Drive, Windows 10 Pro 64Bit, (Renewed)",?15.6,?16,?1024,,?Dell,?Windows10Pro,,?Black,?1920x1080,
61,"HP 2023 Newest 14"" HD Ultral Light Thin ",?14,?4,?64,?Intel UHD Graphics 600,?HP,?Windows11Home,?Intel,?White,?1366x768,?Newest HP 14 Inch Laptop
62,Asus Vivobook L510 Ultra Thin ,?15.6,?4,?,?Intel UHD Graphics,?ASUS,"?Windows10Home,Windows10S",?Intel,?Black,?1920x1080,?ASUS VivoBook
63,jumper 2 in 1 ,?11.6,?4,?128,?Intel UHD Graphics 600,?Jumper,?Windows11Home,?Intel,?Gray,?1366x768,?EZbook X1S
64,MSI Latest Sword 15 Gaming ,?15.6,?16,?1024,?NVIDIA GeForce RTX 3050,?MSI,?Windows11Home,?Intel,?White,?1920x1080,?Sword 15 A12UC
65,Lenovo IdeaPad Gaming 3 ,?15.6,?32,?1024,?NVIDIA GeForce RTX 4050,?Lenovo,?Windows11Home,?AMD,?Gray,?1920x1080,?IdeaPad Gaming 3 15ARH7
66,"HP 17.3"" Flagship HD+ Business ",?17.3,?16,?1024,?Intel UHD Graphics,?HP,?Windows11,?Intel,,?1600x900,?HP
67,"Laptop Computer, 15.6 Inch 12GB RAM 512GB SSD Intel Quad-Core N4120 Windows 11 Laptop, 1080P Full HD IPS Display, 2.4/5G WiFi, Bluetooth 4.2, USB 3.0, Webcam, Expandable Up to 1TB",?15.6,?,?512,?Intel UHD Graphics 600,?WIPEMIK,?Windows11Pro,?Intel,,?1920x1080,
68,"Dell Inspiron 16 5635 Laptop - AMD Ryzen 7-7730U, QHD 16 inch, 16GB LPDDR4x RAM, 1TB SSD, AMD Radeon Graphics, Windows 11 Home, 1 Year Premium Support - Platinum Silver",?16,?16,?1024,?AMD Radeon Graphics,?Dell,?Windows11,?AMD,?Silver,?2560x1600,?Dell Inspiron 16 5635 laptop
69,"Dell Precision 5520 15.6-inch FHD, Core i7-6820HQ 2.7GHz, 16GB RAM, 1TB Solid State Drive, Windows 10 Pro 64Bit, (Renewed)",?15.6,?16,?1024,,?Dell,?Windows10Pro,,?Black,?1920x1080,
70,"SGIN 15.6 Inch Laptop Windows 11 Laptops 12GB DDR4 512GB SSD (TF 512GB), Intel Celeron N5095 Processor(Up to 2.9GHz), FHD 1920x1080 Notebook with 2xUSB 3.0, Dual Band WiFi, Bluetooth",?15.6,?12,?512,?Integrated,?SGIN,,?Intel,?Black,,
71,"HP 2023 17 17.3"" HD+ Business Laptop, 12th Gen Intel 10-Core i5-1235U (Beat i7-1195G7), 32GB DDR4 RAM, 1TB PCIe SSD, 802.11AC WiFi, Bluetooth 5.0, Jet Black, Windows 11 Pro, BROAG HDMI Cable",?17.3,?32,?1024,?Intel Iris Xe Graphics,?HP,?Windows11Pro,?Intel,?Black,?1600x900,?HP Laptop
72,HP 2021 15.6'' HD Laptop PC AMD Dual-Core Ryzen 3 3250U 4GB DDR4 128GB SSD + 1TB HDD AMD Radeon Graphics USB-C HDMI WiFi AC RJ45 Bluetooth Webcam Fast Charge Windows 10 Home,?15.6,?4,?1024,?AMD Radeon Graphics,?HP,?Windows10Home,?AMD,,?1366x768,?1A1L3UA
73,"Dell Latitude E7250 UltraBook Business Laptop NoteBook (Intel Quad Core i5-5300U, 8GB Ram, 128GB Solid State SSD, HDMI, Camera, WIFI) Win 10 Pro SC Card Reader (Renewed)",?12.5,?8L,?128,?Intel,?Dell,?Windows10,?Intel,,?1366x768,?Dell Latitude
74,Dell Precision 15 7530 15.6-inch FHD Mobile Workstation Laptop w/ i5-8300H / 16GB / 512GB SSD / Quadro P1000 / Windows 10 (Renewed),?15.6,?16,?512,?Quadro P1000,?Dell,?Windows10,?Intel,?Black,?1920x1080,?Dell Precision
75,"Dell Latitude 3340 13.3-inch Laptop, Intel Core i5, 8GB RAM, 500GB HDD, Win10 Home. Refurbished (Renewed)",?13.3,?8,?500,?Intel HD Graphics 4400,?Dell,?Windows10Home,?Intel,?Black,?1366x768,?Latitude
76,"HP 2023 Newest 14"" HD Ultral Light Thin Laptop, Quad-Core Intel Celeron Processor, 4GB RAM, 64GB eMMC, Webcam, HDMI, Wi-Fi, Upto 11 Hours, Windows 11 S + 1 Year Office 365+HubxcelAccessory, White",?14,?4,?64,?Intel UHD Graphics 600,?HP,?Windows11Home,?Intel,?White,?1366x768,?Newest HP 14 Inch Laptop
77,"Laptop Computer, 15.6 inch Windows 11 Laptop with 1920x1080 IPS Display, 12GB RAM/512 GB NVMe SSD, Intel N5095 Quad Core Notebook PC, Support 2.4G/5G Hz WiFi, BT, Type-c PD 3.0 Charging",?15.6,?4,?512,,?Coolby,?Windows11Pro,?Intel,,?1920x1080,?HealBook Pro
78,"SGIN Laptop 15.6 Inch 4GB DDR4 128GB SSD, Windows 11 Laptop with Intel Celeron, up to 2.8GHz, Mini HDMI, 2.4/5.0G WiFi, 2 x USB 3.0, Expandable Storage 512GB TF(Sliver)",?15.6,?4,?128,?Integrated,?SGIN,?Windows11Home,?Intel,?Silver,?1366x768,?SGIN-M15
79,"2022 Pavilion Laptop - 12th Gen Intel Core i7-1260P - 15.6"" FHD 1920x1080 Touch Display - 64GB DDR4-2TB NVMe SSD - Backlit Keyboard - WiFi 6 - Type-C - HDMI 2.0 - Fingerprint - Windows 10 Home",?15.6,?64,?2048,?Intel Iris Xe Graphics,?HP,?Windows10Home,?Intel,?Natural Silver,?1920x1080,?15-EG200CTO
80,"Dell Latitude 5290 12.5"" HD Laptop, Intel Core 8th Gen i5-8250U, Dual Core up to 3.5Ghz, 16GB DDR4 RAM, 256GB SSD,HDMI, Type C, CAM, Windows 10 Pro (Renewed)",?12.5,?16,?256,?Intel UHD Graphics,?Dell,?Windows10Pro,?Intel,,?1366x768,?Dell 2KY Latitude 5290
81,"HP Stream 14"" HD Display, Intel Celeron Dual-Core Processor, 8GB DDR4 Memory, 128GB Storage (64GB eMMC+64GB Card) HDMI WiFi Webcam Bluetooth 1-Year Microsoft 365 Win11S, Brilliant Black, NoCo Bundle",?14,?8,?64,?Intel HD Graphics 600,?HP,?Windows11Home,?Intel,?Brilliant Black,?1366x768,?HP Stream
82,"Lenovo IdeaPad 3i Laptop, 14"" FHD Display, Dual-core Intel i3-1115G4 Processor, 12GB RAM, 256GB SSD, Webcam, HDMI, 4 in 1 Card Reader, Dolby Audio, Wi-Fi 6, Windows 11 Home, Platinum Grey",?14,?,?256,?Intel UHD Graphics,?Lenovo,?Windows11Home,?Intel,?Grey,?1920x1080,
83,"Lenovo IdeaPad 3 Laptop, 17.3"" FHD Display, AMD Ryzen 5 5625U Processor (Beats i7-1255U), 16GB RAM, 512GB SSD, AMD Radeon Vega 7 Graphics, Fingerprint Reader, Wi-Fi 6, Windows 11 Home",?17.3,?16,?512,?AMD Radeon Vega 7,?Lenovo,?Windows11Home,?AMD,?Gray,?1920x1080,?Lenovo IdeaPad 3
84,"2022 Newest Lenovo IdeaPad 3i 15.6"" FHD Laptop, 11th Gen Intel Core i3-1115G4 Processor, 8 GB DDR4 RAM, 128 GB PCIe NVMe SSD, WiFi, Long Battery Life, Fingerprint Reader, Windows 11, Platinum Grey",?15.6,?8,?256,?Intel,?Lenovo,?Windows11,?Intel,,?1920x1080,?IdeaPad 3i
85,"Lenovo Ideapad 15.6"" HD Laptop, Athlon Silver 3050U (Beats i3-1005G1) Dual-core Processor, 8GB RAM, 128GB SSD, WiFi, Webcam, Bluetooth, Win 11 S, Cloud Grey, TECL Bundle",?15.6,?8,?128,?AMD Radeon Graphics,?Lenovo,?Windows11,?Intel,?Cloud Grey,?1366x768,?Lenovo IdeaPad
86,"HP 2023 14-inch HD Laptop, Intel Celeron N4020, 32GB RAM, 64 GB Storage, Windows 11 Home, Thin & Portable, 4K Graphics, One Year of Microsoft 365, Indigo Blue",?14,?,?64,?Intel HD Graphics 604,?HP,?Windows11Home,?Intel,?Royal Blue,?1366x768,
87,"Lenovo IdeaPad Gaming 3 Laptop, 15.6” 120 Hz FHD Display, AMD Ryzen 7 7735HS, NVIDIA GeForce RTX 4050, 32GB DDR5 RAM, 1TB SSD, Backlit KB, Wi-Fi 6, RJ-45, HDMI, Windows 11 Home, Grey",?15.6,?32,?1024,?NVIDIA GeForce RTX 4050,?Lenovo,?Windows11Home,?AMD,?Gray,?1920x1080,?IdeaPad Gaming 3 15ARH7
88,"HP 17.3"" Flagship HD+ Business Laptop, 16GB DDR4 RAM, 1TB PCIe SSD, Intel Quad Core i3-1125G4(Beat i5-1035G4), Bluetooth, HDMI, Webcam, Windows 11, Silver, w/GM Accessories",?17.3,?16,?1024,?Intel UHD Graphics,?HP,?Windows11,?Intel,,?1600x900,?HP
89,"Dell Inspiron 16 5635 Laptop - AMD Ryzen 7-7730U, QHD 16 inch, 16GB LPDDR4x RAM, 1TB SSD, AMD Radeon Graphics, Windows 11 Home, 1 Year Premium Support - Platinum Silver",?16,?16,?1024,?AMD Radeon Graphics,?Dell,?Windows11,?AMD,?Silver,?2560x1600,?Dell Inspiron 16 5635 laptop
90,"Dell Inspiron 15 3530 Laptop - Intel Core i5-1335U, 15.6-inch FHD 120Hz Display, 16GB DDR4 RAM, 512GB SSD, Intel Iris Xe Graphics, Windows 11 Home, Services Included - Platinum Silver",?15.6,?16,?512,?Intel Iris Xe Graphics,?Dell,?Windows11Home,?Intel,?Silver,?1920x1080,?Dell Inspiron 15 3530 Laptop
91,"Dell Latitude E7250 UltraBook Business Laptop NoteBook (Intel Quad Core i5-5300U, 8GB Ram, 128GB Solid State SSD, HDMI, Camera, WIFI) Win 10 Pro SC Card Reader (Renewed)",?12.5,?8L,?128,?Intel,?Dell,?Windows10,?Intel,,?1366x768,?Dell Latitude
92,"HP Pavilion Business & Student Laptop, 15.6"" HD Display, AMD Ryzen 3 5300U Processor (Beats i7-1065G7), 16GB RAM, 1TB SSD, AMD Radeon Graphics, Long Battery Life, Wi-Fi 6, Webcam, Bluetooth, Win11",?15.6,?16,?1024,?AMD Radeon Graphics,?HP,?Windows11,?AMD,?Natural Silver,?1366x768,?Pavilion
93,"Lenovo IdeaPad 3 Laptop, 17.3"" FHD Display, AMD Ryzen 5 5625U Processor (Beats i7-1255U), 16GB RAM, 512GB SSD, AMD Radeon Vega 7 Graphics, Fingerprint Reader, Wi-Fi 6, Windows 11 Home",?17.3,?16,?512,?AMD Radeon Vega 7,?Lenovo,?Windows11Home,?AMD,?Gray,?1920x1080,?Lenovo IdeaPad 3
94,"ASUS Vivobook 16X K3605V 2023 Laptop 16"" WUXGA 1920x1200 IPS 14-Core Intel i9-13900H 32GB DDR4 1TB SSD NVIDIA GeForce RTX 4050 4GBGB GDDR6 Wi-Fi 6E Backlit Keyboard Windows 11 Home w/ONT 32GB USB",?16,?32,?1024,?NVIDIA GeForce RTX 4050,?ASUS,?Windows11Home,?Intel,?Indie Black,?1920x1200,?Vivobook 16X
95,"HP EliteBook 840 G3 - 14” FHD, Intel Core i5-6300U 2.4Ghz, 8GB DDR4, 256GB SSD, Bluetooth 4.2, Windows 10 64 (Renewed)",?14,?8,?256,?Intel HD Graphics 520,?HP,?Windows10Pro,?Intel,?Silver,?1366x768,?Elitebook 840 G3
96,"Dell Vostro 3510 Business Laptop, 15.6"" FHD Computer, Intel Quad-Core i7-1165G7 up to 4.7GHz, 32GB DDR4 RAM, 1TB PCIe SSD, 802.11AC WiFi, Bluetooth, Carbon Black, Windows 11 Pro",?15.6,?32,?1024,?Intel UHD Graphics,?Dell,?Windows11Pro,?Intel,,?1920x1080,?Vostro
97,"HP 15.6 HD Laptop for Business and Student, WLED-Backlit Display, AMD Ryzen 3 3250U(Up to 3.5GHz), 16GB RAM, 512GB SSD, Ethernet, WiFi, Fast Charge, Webcam, HDMI, Win10, w/GM Accessories",?15.6,?16SDRAM,?512,?AMD Radeon Graphics,?HP,?Windows10,?AMD,?Natural Silver,?1366x768,
98,"2022 ASUS Laptop L210 11.6” Ultra Thin Student Laptop Computer, Intel Celeron N4020 Processor, 4GB RAM, 192 GB Storage, Windows 10 Home in S Mode with One Year of Office 365 Personal, Star Black",?11.6,?4,?192,?Intel UHD Graphics,?ASUS,?Windows10,?Intel,,?1366x768,?L210
99,"Lenovo IdeaPad Flex 5-2023 - Touchscreen 2-in-1 Laptop - Windows 11 Home - 14"" FHD Display - 16GB Memory - 512GB Storage - AMD Ryzen 5 5500U - Abyss Blue",?14,,?512,?AMD Radeon R5,?Lenovo,?Windows11Home,?AMD,,?1920x1080,?Flex 5
100,"Lenovo 15.6'' IdeaPad Laptop (Latest Model), AMD Athlon Dual Core Processor, 640GB SSD (128GB eMMC+512GB PCIe SSD), Webcam, HDMI, WiFi 6, USB Type-C, Long Battery Life, NLY MP, Windows 11, Grey",?15.6,?8,?512,?AMD Radeon Graphics,?Lenovo,?Windows11S,?AMD,?Grey,??1366x768,?Lenovo IdeaPad Laptop
101,"HP 2023 14-inch HD Laptop, Intel Celeron N4020, 32GB RAM, 64 GB Storage, Windows 11 Home, Thin & Portable, 4K Graphics, One Year of Microsoft 365, Indigo Blue",?14,?,?64,?Intel HD Graphics 604,?HP,?Windows11Home,?Intel,?Royal Blue,?1366x768,
102,Apple MacBook Air MD761LL/A 13.3-Inch Laptop (OLD VERSION) (Renewed),?13.3,?4,?256,?Intel HD Graphics 5000,?Apple,?MacOS,?Apple,?Silver,?1440p,?MacBook Air
103,"HP Stream 14"" HD Display, Intel Celeron Dual-Core Processor, 8GB DDR4 Memory, 128GB Storage (64GB eMMC+64GB Card) HDMI WiFi Webcam Bluetooth 1-Year Microsoft 365 Win11S, Brilliant Black, NoCo Bundle",?14,?8,?64,?Intel HD Graphics 600,?HP,?Windows11Home,?Intel,?Brilliant Black,?1366x768,?HP Stream
104,"HP 2022 Newest 17.3"" HD+ Display Laptop, 11th Gen Intel Core i3-1115G4(Up to 4.1GHz, Beat i5-1030G7), 16GB DDR4 RAM, 1TB HDD+256GB PCIe SSD, Bluetooth, Webcam, Windows 11, Silver, w/ 3in1 Accessories",?17.3,?16,?256,?Intel UHD Graphics,?HP,?Windows11,?Intel,?Natural Silver,?1600x900,?HP 17-cp0013dx Laptop
105,"Dell Latitude E5580 15.6in Laptop, Core i5-7200U 2.6GHz, 16GB DDR4 RAM 512GB Solid State Drive, Webcam, Bluetooth, Windows 10 Pro 64bit (Renewed)",?15,?16,?16,?Intel HD Graphics 620,?Dell,?Windows10Pro,?Intel,?Black,?1366x768,?5580
106,"Dell 2022 Newest Inspiron 15 3510 Laptop, 15.6"" HD Display, Intel Celeron N4020 Processor, 8GB DDR4 RAM, 256GB PCIe SSD, Webcam, HDMI, Wi-Fi, Bluetooth, Windows 11 Home, Black",?15.6,?8,?256,?Intel UHD Graphics,?Dell,?Windows11Home,?Intel,?Black,?1366x768,?Inspiron
107,"HP EliteBook 745 G5 14” FHD, AMD Ryzen 5 Pro-2500U 2.0GHz, 16GB RAM, 256GB SSD, Windows 10 Pro 64Bit, CAM, (Renewed)",?14,?16,?16,,?HP,?Windows10Pro,?AMD,,?1920x1080,?HP EliteBook
108,"Newest 15.6"" HD ThinLight Laptop Computer for Students and Business, 16GB RAM, 1TB SSD, 4-Core Intel Pentium Silver N5030, Numeric Keypad, Webcam, WiFi, USB-A&C, Windows 11, w/CUE Accessories",?15.6,?16,?1024,?Intel UHD Graphics 605,?HP,?Windows11Home,?Intel,,?1366x768,
109,"Lenovo IdeaPad Gaming 3 Laptop, 15.6” 120 Hz FHD Display, AMD Ryzen 7 7735HS, NVIDIA GeForce RTX 4050, 32GB DDR5 RAM, 1TB SSD, Backlit KB, Wi-Fi 6, RJ-45, HDMI, Windows 11 Home, Grey",?15.6,?32,?1024,?NVIDIA GeForce RTX 4050,?Lenovo,?Windows11Home,?AMD,?Gray,?1920x1080,?IdeaPad Gaming 3 15ARH7
110,"Lenovo 15.6"" IdeaPad 1 Laptop, 1TB SSD Storage, 20GB Memory, AMD Athlon Silver Processor, 15.6"" HD Display, Wi-Fi 6 & Bluetooth 5.1, SD Card Reader, HDMI, Windows 11 Home, 1 Year Microsoft 365",?15.6,?20,?1024,?AMD Radeon Graphics,?Lenovo,?Windows11,?AMD,?Cloud Grey,?1366x768,?IdeaPad
111,"Laptop Computer, 15.6 Inch 12GB RAM 512GB SSD Intel Quad-Core N4120 Windows 11 Laptop, 1080P Full HD IPS Display, 2.4/5G WiFi, Bluetooth 4.2, USB 3.0, Webcam, Expandable Up to 1TB",?15.6,?,?512,?Intel UHD Graphics 600,?WIPEMIK,?Windows11Pro,?Intel,,?1920x1080,
