ID,Name,Price ($),Rating,Number of Ratings,Product Info
66,"MSI GE Series GE76 Raider 11UE-1056 17.3"" 144 Hz IPS Intel Core i7 11th Gen 11800H (2.30GHz) NVIDIA GeForce RTX 3060 Laptop GPU 16GB Memory 1 TB NVMe SSD Windows 11 Home 64-bit Gaming Laptop","$1,399.99 ",rated 4.8 out of 5,20,Resolution: 1920 x 1080Weight: 6.39 lbs.Color: Titanium BlueOperating System: Windows 11 Home 64-bitModel #: GE76 Raider 11UE-1056Item #: N82E16834156341Return Policy: Standard Return Policy
67,"ASUS Vivobook Pro 16X 3.2K OLED Laptop Intel Core i9 13th Gen 13980HX (2.20GHz) 16GB Memory 1 TB PCIe SSD NVIDIA GeForce RTX 4070 Laptop GPU 16.0"" Windows 11 Home 64-bit K6604JI-ES96","$1,999.99 ",rated 4 out of 5,4,Type: Content Creation / Home / PersonalResolution: 3200 x 2000Weight: 4.41 lbs.Graphics Card: NVIDIA GeForce RTX 4070 Laptop GPUModel #: K6604JI-ES96Item #: N82E16834236443Return Policy: Standard Return Policy
68,"Lenovo Legion Pro 7 16IRX8H 82WQ005CUS 16.0"" 240 Hz IPS Intel Core i9 13th Gen 13900HX (2.20GHz) NVIDIA GeForce RTX 4090 Laptop GPU 32GB Memory 1 TB PCIe SSD Windows 11 Home 64-bit Gaming Laptop","3,299.99",rated 5 out of 5,1,Resolution: 2560 x 1600Weight: 6.17 lbs.Color: Onyx Grey (Aluminium)Operating System: Windows 11 Home 64-bitModel #: 82WQ005CUSItem #: N82E16834840207Return Policy: Standard Return Policy
69,"GIGABYTE G5 KF-E3US333SH 15.6"" 144 Hz Intel Core i5 12th Gen 12500H (2.50GHz) NVIDIA GeForce RTX 4060 Laptop GPU 8GB Memory 512 GB Gen4 SSD Windows 11 Home 64-bit Gaming Laptop","$1,099.00 ",rated 4.5 out of 5,150,Resolution: 1920 x 1080Weight: 4.39 lbs.Color: BlackOperating System: Windows 11 Home 64-bitModel #: G5 KF-E3US333SHItem #: N82E16834233559Return Policy: Standard Return Policy
70,"Acer Aspire 5 Slim Laptop, 15.6"" Full HD IPS Display, 8GB RAM 256GB SSD, 11th Gen Intel i3-1115G4 Up to 4.1GHz, WiFi 6, Amazon Alexa, Windows 11 Home in S Mode 256 GB 8GB",364.49,,,Type: Home / PersonalResolution: 1920 x 1080Weight: 4.19 lbsWLAN: 802.11ax Wireless LANModel #: 003699-8-256Item #: 9SIAJZDJT87861Return Policy: View Return Policy
71,"ASUS ROG Zephyrus G15 15.6"" QHD 2560 x 1440 165Hz Gaming Laptop AMD Ryzen 9 5900HS 16GB RAM 512GB SSD NVIDIA GeForce RTX 3060 6GB GDDR6 Graphics","1,277.49",,,Type: GamingResolution: 2560 x 1440Weight: 4.19 lbsWLAN: 802.11ax Wireless LANModel #: 003690-16-512-0Item #: 9SIAJZDJSB7778Return Policy: View Return Policy
72,"MSI Stealth 17 Studio A13VI-017US 17.3"" 240 Hz Intel Core i9 13th Gen 13900H (2.60GHz) NVIDIA GeForce RTX 4090 Laptop GPU 64GB Memory 2 TB NVMe SSD Windows 11 Pro 64-bit Gaming Laptop","3,605.22",rated 4.8 out of 5,4,Resolution: 2560 x 1440Weight: 6.17 lbs.Color: BlackOperating System: Windows 11 Pro 64-bitModel #: Stealth 17Studio A13VI-017USReturn Policy: View Return Policy
73,"Acer Nitro 5 AN515-46-R5XN 15.6"" 165 Hz IPS AMD Ryzen 7 6000 Series 6800H (3.20GHz) NVIDIA GeForce RTX 3070 Ti Laptop GPU 16GB Memory 1 TB PCIe SSD Windows 11 Home 64-bit Gaming Laptop","1,299.00",,,Resolution: 2560 x 1440Weight: 5.51 lbs.Part Number: NH.QH1AA.005Color: Obsidian BlackModel #: NH.QH1AA.005Return Policy: View Return Policy
74,"Dell XPS 15 9520 15.6"" FHD+ (Intel 12th Gen i7-12700H, 64GB DDR5 RAM, 2TB PCIe SSD, RTX 3050) Business Laptop, Backlit, Fingerprint, Thunderbolt4, Win 11 Home","1,949.99",,,"Operating System: Windows 11 Home 64-bitCPU: 12th Generation Intel Alder Lake Tetradeca-Core i7-12700H Processor (Base Clock 2.3GHz, Max Boost Clock Up to 4.7GHz, 14 cores, 20 Threads, 24 MB Cache)Screen: 15.6""Dimensions (W x D x H): 13.56 x 9.06 x 0.73""Model #: XPS 9520 i7 64 2Item #: 9SIADG3JT18947Return Policy: View Return Policy"
75,"Refurbished Dell Latitude 5480 14"" (Intel Core i5 6200U / 8GB RAM / 256GB SSD / Win 10 Professional",169,,,Type: Home / PersonalModel #: LATITUDE 5480Item #: 9SIBDSAJ9E9497Return Policy: View Return Policy
76,"ASUS Laptop VivoBook Pro AMD Ryzen 7 6000 Series 6800H (3.20GHz) 16 GB LPDDR5 Memory 1 TB PCIe SSD NVIDIA GeForce RTX 3050 Ti Laptop GPU 16.0"" Windows 11 Home 64-bit M7600RE-NB74","1,199.99",,,Type: Content Creation / Home / PersonalResolution: 3840 x 2400Weight: 4.41 lbs.Graphics Card: NVIDIA GeForce RTX 3050 Ti Laptop GPUModel #: M7600RE-NB74Item #: N82E16834236302Return Policy: Standard Return Policy
77,"MSI GE Series Raider GE77HX 12UHS-074 17.3"" 360 Hz IPS Intel Core i7 12th Gen 12800HX (2.00GHz) NVIDIA GeForce RTX 3080 Ti Laptop GPU 16GB Memory 1 TB PCIe SSD Windows 11 Home 64-bit Gaming Laptop","$2,999.99 ",rated 5 out of 5,3,Resolution: 1920 x 1080Weight: 6.39 lbs.Color: Dark GrayOperating System: Windows 11 Home 64-bitModel #: Raider GE77HX 12UHS-074Item #: N82E16834156339Return Policy: Standard Return Policy
78,"GIGABYTE AORUS 17H - 17.3"" FHD 1920x1080 360Hz Display - NVIDIA GeForce RTX 4080 Laptop GPU 12GB - Intel Core i7-13700H - 16GB DDR5 RAM - 1TB SSD - Win11 Home - Gaming Laptop (AORUS 17H BXF-74US554SH)","$2,299.00 ",rated 3.8 out of 5,29,Resolution: 1920 x 1080Weight: 5.95 lbs.Color: BlackOperating System: Windows 11 Home 64-bitModel #: AORUS 17H BXF-74US554SHItem #: N82E16834233554Return Policy: Standard Return Policy
79,"MSI Cyborg 15 A12UCX-276US 15.6"" 144 Hz IPS Intel Core i5 12th Gen 12450H (2.00GHz) NVIDIA GeForce RTX 2050 Laptop GPU 16GB Memory 512 GB SSD Windows 11 Home Gaming Laptop",799,rated 3 out of 5,1,Resolution: 1920 x 1080Weight: 4.37 lbs.Color: BlackOperating System: Windows 11 HomeModel #: Cyborg 15 A12UCX-276USItem #: N82E16834156487Return Policy: Standard Return Policy
80,"GIGABYTE AORUS 15 XE4 - 15.6"" 165Hz QHD 2560x1440 IPS Display - Intel Core i7-12700H - GeForce RTX 3070 Ti Laptop GPU - 16GB DDR4 RAM - 1TB SSD - Win11 Home - Gaming Laptop (AORUS 15 XE4-73USB14SH)","2,349.99",rated 4.2 out of 5,88,Resolution: 2560 x 1440Weight: 5.29 lbs.Color: BlackOperating System: Windows 11 Home 64-bitModel #: AORUS 15 XE4-73USB14SHItem #: N82E16834725190Return Policy: Standard Return Policy
81,"MSI GF Series GF63 Thin 11UC-1245 15.6"" 144 Hz IPS Intel Core i7 11th Gen 11800H (2.30GHz) NVIDIA GeForce RTX 3050 Laptop GPU 16GB Memory 512 GB NVMe SSD Windows 11 Home 64-bit Gaming Laptop",892.38,rated 2.8 out of 5,4,Resolution: 1920 x 1080Weight: 4.10 lbs.Color: BlackOperating System: Windows 11 Home 64-bitModel #: GF63 Thin 11UC-1245Return Policy: View Return Policy
82,"Acer Nitro 5 Gaming Laptop, 15.6"" FHD IPS 144Hz Display, Intel Core i7-11800H, NVIDIA GeForce RTX 3050 Ti, 32GB DDR4, 2TB PCIe SSD, 1TB HDD, Wi-Fi 6, Backlit Keyboard, Windows 11 Home, Laptop Stand","1,209.99",,,Resolution: 1920 x 1080Weight: 4 - 4.9 lbs.Color: BlackDisplay Type: Full HDModel #: Nitro-i7-32GB-2TB-1TBItem #: 9SIAWVGJW78302Return Policy: View Return Policy
83,"Acer Nitro 5 Gaming Laptop, 15.6"" FHD IPS 144Hz Display, Intel Core i7-11800H, NVIDIA GeForce RTX 3050 Ti, 64GB DDR4, 2TB PCIe SSD, 2TB HDD, Wi-Fi 6, Backlit Keyboard, Windows 11 Home, Laptop Stand","$1,369.99 ",,,Resolution: 1920 x 1080Weight: 4 - 4.9 lbs.Color: BlackDisplay Type: Full HDModel #: Nitro-i7-64GB-2TB-2TBItem #: 9SIAWVGJW78304Return Policy: View Return Policy
84,"2023 ASUS Vivobook Pro 16X OLED Laptop, 16” 16:10 OLED Display,Intel Core i9-13980HX CPU, NVIDIA® GeForce® RTX™ 4060 GPU, 16GB RAM, 1TB SSD, Windows11 Home, Earl Grey,K6604JV-ES94","1,799.99",,,Type: Content Creation / Home / PersonalResolution: 3200 x 2000Weight: 4.41 lbs.Graphics Card: NVIDIA GeForce RTX 4060 Laptop GPUModel #: K6604JV-ES94Item #: N82E16834236444Return Policy: Standard Return Policy
85,"Acer Predator Helios 16 PH16-71-72YG 16.0"" 240 Hz IPS Intel Core i7 13th Gen 13700HX (2.10GHz) NVIDIA GeForce RTX 4070 Laptop GPU 16GB Memory 1 TB PCIe SSD Windows 11 Home 64-bit Gaming Laptop","$1,899.99 ",rated 4.3 out of 5,101,Resolution: 2560 x 1600Weight: 5.73 lbs.Part Number: NH.QJRAA.001Color: Abyssal BlackModel #: NH.QJRAA.001Item #: N82E16834360250Return Policy: Standard Return Policy
86,"ASUS ROG Zephyrus G15 15.6"" QHD 2560 x 1440 165Hz Gaming Laptop AMD Ryzen 9 5900HS 40GB RAM 4TB SSD NVIDIA GeForce RTX 3060 6GB GDDR6 Graphics 4 TB 40GB","1,699.98",,,Type: GamingResolution: 2560 x 1440Weight: 4.19 lbsWLAN: 802.11ax Wireless LANModel #: 003690-40-4096-0Item #: 9SIAJZDJSB7783Return Policy: View Return Policy
87,"JOHNKANG Business Laptop 15.6 Inch, 7000mAh 8GB DDR4 512GB SSD Windows 11 Laptops with Intel Celeron 5205U Intel UHD Graphics 600, Mini HDMI,dual-band WiFi, smart touch pad, USB3.0, Bluetooth 4.2",339.99,,,Color: SilverModel #: 5205-ZCItem #: 9SIBFVMK0T2267Return Policy: View Return Policy
88,"MSI GF Series GF63 Thin 11UC-1246 15.6"" 144 Hz IPS Intel Core i7 11th Gen 11800H (2.30GHz) NVIDIA GeForce RTX 3050 Laptop GPU 32GB Memory 1 TB NVMe SSD Windows 11 Home 64-bit Gaming Laptop","1,046.75",rated 4.5 out of 5,2,Resolution: 1920 x 1080Weight: 4.10 lbs.Color: BlackOperating System: Windows 11 Home 64-bitModel #: GF63 Thin 11UC-1246Return Policy: View Return Policy
89,"MSI GF Series Katana GF76 12UGS-035 17.3"" 144 Hz IPS Intel Core i7 12th Gen 12700H (2.30GHz) NVIDIA GeForce RTX 3070 Ti Laptop GPU 16GB Memory 1 TB PCIe SSD Windows 11 Home 64-bit Gaming Laptop","1,381.31",rated 5 out of 5,1,Resolution: 1920 x 1080Weight: 5.73 lbs.Color: BlackOperating System: Windows 11 Home 64-bitModel #: Katana GF76 12UGS-035Return Policy: View Return Policy
90,"GIGABYTE AERO 16 XE5 - 16"" 4K/UHD+ AMOLED - Intel Core i7-12700H - NVIDIA GeForce RTX 3070 Ti Laptop GPU 8GB - 16GB DDR5 RAM - 1TB SSD - Win11 Home - Creator & Gaming Laptop (AERO 16 XE5-73US934HH)","$2,449.00 ",rated 4.1 out of 5,820,Resolution: 3840 x 2400Weight: 5.07 lbs.Color: SilverOperating System: Windows 11 Home 64-bitModel #: AERO 16 XE5-73US934HHItem #: N82E16834233529Return Policy: Standard Return Policy
91,"ASUS TUF Gaming F17 (2022) Gaming Laptop, 17.3"" FHD 144Hz Display, GeForce RTX 3050, Intel Core i5-12500H, 16GB DDR4, 512GB PCIe SSD, Wi-Fi 6, Windows 11, FX707ZC-ES53",949.99,,,Resolution: 1920 x 1080Weight: 5.73 lbs.Part Number: 90NR0GX1-M00310Color: Mecha GrayModel #: FX707ZC-ES53Item #: N82E16834236440Return Policy: Standard Return Policy
92,"ASUS VivoBook 15 Slim Laptop, 15.6"" FHD Display, Intel Core i5-1240P CPU, Intel Iris Xe Graphics, 8GB RAM, 512GB SSD, Fingerprint Sensor, Windows 11 Home, Quiet Blue, F1502ZA-DS52",629.99,,,Type: Home / PersonalResolution: 1920 x 1080Weight: 3.31 lbs.Graphics Card: Intel Iris Xe GraphicsModel #: F1502ZA-DS52Return Policy: View Return Policy
93,"Lenovo Legion 5 15ARH7H 82RD00CSUS 15.6"" 165 Hz IPS AMD Ryzen 7 6000 Series 6800H (3.20GHz) NVIDIA GeForce RTX 3060 Laptop GPU 16GB Memory 512 GB PCIe SSD Windows 11 Home 64-bit Gaming Laptop","1,549.99",,,Resolution: 2560 x 1440Weight: 5.30 lbs.Color: Storm GreyOperating System: Windows 11 Home 64-bitModel #: 82RD00CSUSItem #: N82E16834840275Return Policy: Standard Return Policy
94,"ASUS TUF Gaming A15 (2023) Gaming Laptop, 15.6"" FHD 144Hz, 100% sRGB Display, GeForce RTX 4050, AMD Ryzen 7 7735HS, 16GB DDR5, 1TB PCIe SSD, Wi-Fi 6, Windows 11, FA507NU-DS74","$1,199.99 ",rated 5 out of 5,1,Resolution: 1920 x 1080Weight: 4.85 lbs.Part Number: 90NR0EB5-M000J0Color: Mecha GrayModel #: FA507NU-DS74Item #: N82E16834236389Return Policy: Standard Return Policy
95,"MSI Laptop Prestige 14 Intel Core i7 12th Gen 1260P (2.10GHz) 16GB Memory 512 GB NVMe SSD NVIDIA GeForce RTX 3050 Laptop GPU 14.0"" Windows 11 Pro 64-bit Prestige 14 A12UC-006","$1,549.00 ",rated 5 out of 5,3,Type: Content Creation / Work / BusinessResolution: 1920 x 1080Weight: 4.64 lbs.Graphics Card: NVIDIA GeForce RTX 3050 Laptop GPUModel #: Prestige14 A12UC-006Return Policy: View Return Policy
96,"ASUS ROG Strix SCAR 17 (2023) Gaming Laptop, 17.3” QHD 240Hz/3ms, 100% DCI-P3 Display, GeForce RTX 4090, AMD Ryzen 9 7945HX, 32GB DDR5, 1TB PCIe SSD, Wi-Fi 6E, Windows 11 Pro, G733PY-XS96","3,299.99",rated 4.8 out of 5,37,Resolution: 2560 x 1440Weight: 6.61 lbs.Part Number: 90NR0DB4-M000A0Color: Off BlackModel #: G733PY-XS96Return Policy: View Return Policy
97,"MSI Prestige 16 16"" QHD+ 165Hz MiniLED Ultra Thin Professional Laptop Intel® Core™ i7-13700H RTX 4050 32GB LPDDR5 1TB NVMe SSD Win 11 Pro, A13VE-040US","$1,899.00 ",rated 5 out of 5,1,Type: Work / BusinessResolution: 2560 x 1600Weight: 4.19 lbs.Graphics Card: NVIDIA GeForce RTX 4050 Laptop GPUModel #: Prestige 16Studio A13VE-040USItem #: N82E16834156459Return Policy: Standard Return Policy
98,"Lenovo Legion Pro 5 16IRX8 82WK00AHUS 16.0"" 165 Hz IPS Intel Core i9 13th Gen 13900HX (2.20GHz) NVIDIA GeForce RTX 4070 Laptop GPU 32GB Memory 1 TB PCIe SSD Windows 11 Home 64-bit Gaming Laptop","2,029.99",rated 4.6 out of 5,81,"Resolution: 2560 x 1600Weight: 5.60 lbs.Color: Onyx Grey, Aluminium (Top), PC-ABS (Bottom)Operating System: Windows 11 Home 64-bitModel #: 82WK00AHUSItem #: N82E16834840206Return Policy: Standard Return Policy"
99,"2023 ASUS Zenbook S 13 OLED Ultra Laptop, 13.3” OLED 2.8K Display, Intel Evo Certified, i7-1355UCPU, Intel® Iris Xe Graphics, 32GB RAM, 1TB SSD, Windows 11 Pro, Basalt Grey, UX5304VA-XS76T","1,399.99",rated 4.5 out of 5,2,Resolution: 2880 x 1800Weight: 2.2 lbsGraphics Card: Intel Iris Xe GraphicsPart Number: 90NB0Z92-M00540Model #: UX5304VA-XS76TItem #: N82E16834236428Return Policy: Standard Return Policy
100,"MSI GE Series Raider GE78 HX 13VI-079US 17.0"" 240 Hz IPS Intel Core i9 13th Gen 13980HX (2.20GHz) NVIDIA GeForce RTX 4090 Laptop GPU 32GB Memory 2 TB NVMe SSD Windows 11 Pro 64-bit Gaming Laptop","$3,799.00 ",rated 4.1 out of 5,12,Resolution: 2560 x 1600Weight: 6.83 lbs.Color: Dark GrayOperating System: Windows 11 Pro 64-bitModel #: Raider GE78 HX 13VI-079USItem #: N82E16834156416Return Policy: International Order Return Policy
101,"ASUS ROG Zephyrus Duo 16 (2023) Gaming Laptop, 16” Mini LED 240Hz/3ms, QHD 16:10 Display, 100% DCI-P3, NVIDIA GeForce RTX 4090, AMD Ryzen 9 7945HX, 32GB DDR5, 2TB SSD, Windows 11 Pro, GX650PY-XS97","3,999.99",rated 4.3 out of 5,15,Resolution: 2560 x 1600Weight: 5.89 lbs.Part Number: 90NR0BI1-M000F0Color: BlackModel #: GX650PY-XS97Item #: N82E16834236359Return Policy: Standard Return Policy
102,"Hasee T8 (16'', i9-12900H, RTX3060), Gaming Laptop, i9-12900H 5.0GHz, 16G DDR4 RAM, 1T NVMe PCIe4.0 SSD, RTX3060 6G GDDR6, 16'' 2.5K 165Hz IPS Display, RGB KB, WiFi 6, BT 5.2, Win 11, Obsidian Black","$1,879.99 ",rated 4.5 out of 5,8,
103,"Lenovo X1 Yoga Gen 6 (ThinkPad), 2 in 1, Laptop, 14"" WQUXGA 4K, Touchscreen, Core i7 11th Gen., Iris Xe, 16GB, 512GB PCIe, Cam, Backlit KBD, Fingerprint, Windows 10 Pro, 2-Yr Lenovo WTY- 20Y0S3QU00",,,,
104,"Lenovo Thinkpad 13 FHD (1920x1080) 13.3"" IPS Grade A Business Laptop, Intel 7th Gen Celeron 3865U Professor, 1.8GHz Base Frequency, 16GB DDR4 RAM, 256GB SSD, Wi-Fi, Bluetooth, Windows 10 Pro 64-bit",,,,
105,"HP EliteBook 830 G6 13.3"" FHD Grade A Business Laptop, Intel Core i7-8665U Processor, 1.9GHz Base Frequency, 8GB DDR4 RAM, 512GB Solid State Drive, Wi-Fi, Bluetooth, Camera, Windows 10 Pro 64 bit",,,,
106,"Lenovo ThinkPad X1 Extreme Gen 3 15.6"" FHD (Intel 6-Core i7-10750H, 64GB RAM, 2TB PCIe SSD, GTX 1650 Ti) Mobile Workstation Laptop, 2 x Thunderbolt 3, Backlit, Fingerprint, Windows 10 Pro","2,049.99",,2,
107,"Lenovo Thinkpad T480s 14"" Full HD 1920 x 1080 Ultrabook- 8th Gen Intel QUAD Core i5-8350U 1.7GHz  16 GB RAM DDR4 512 GB SSD,Wi-Fi, Bluetooth, Webcam Windows 10 Pro",269.9,,,
108,"Lenovo ThinkPad L380 Yoga 2-in-1 Laptop, 13.3"" FHD Touchscreen, Intel Core i5-8250U, 16GB RAM, 512GB SSD, Fingerprint Reader, Backlit Keyboard, for Education, Gaming, Business, Windows10 Pro 64 bit",279.9,,,
109,"MSI GE Series Raider GE68HX 13VG-047US 16.0"" 240 Hz Intel Core i9 13th Gen 13950HX (2.20GHz) NVIDIA GeForce RTX 4070 Laptop GPU 32GB Memory 2 TB NVMe SSD Windows 11 Pro 64-bit Gaming Laptop","$2,699.00 ",rated 5 out of 5,2,Resolution: 2560 x 1600Weight: 5.95 lbs.Color: BlackOperating System: Windows 11 Pro 64-bitModel #: Raider GE68HX 13VG-047USItem #: N82E16834156418Return Policy: Standard Return Policy
110,"LincPlus P2 14"" Slim Metal Laptop with Windows 10, Intel Celeron N3350 4GB RAM 64GB eMMC Storage Upgradeable by SSD, Full HD Fanless Quiet Notebook",289,rated 5 out of 5,1,Resolution: 1920 x 1080 PixelsColor: Aberdeen SilverOperating System: Windows 10 SCPU: IntelModel #: LincPlus-P2Item #: 9SIATEUEAH3550Return Policy: View Return Policy
111,"MSI GF Series Katana GF76 12UD-005 17.3"" 144 Hz IPS Intel Core i7 12th Gen 12700H (2.30GHz) NVIDIA GeForce RTX 3050 Ti Laptop GPU 16GB Memory 512 GB PCIe SSD Windows 11 Home 64-bit Gaming Laptop",$899.00 ,rated 4.6 out of 5,224,Resolution: 1920 x 1080Weight: 5.73 lbs.Color: BlackOperating System: Windows 11 Home 64-bitModel #: Katana GF76 12UD-005Item #: N82E16834156513Return Policy: Standard Return Policy
112,"ASUS ROG Strix SCAR 16 (2023) G634JZ-XS96 16.0"" 240 Hz Mini LED Intel Core i9 13th Gen 13980HX (2.20GHz) NVIDIA GeForce RTX 4080 Laptop GPU 32GB Memory 1 TB PCIe SSD Windows 11 Pro 64-bit Gaming Lapto","2,899.99",rated 5 out of 5,17,Resolution: 2560 x 1600Weight: 5.51 lbs.Part Number: 90NR0C81-M004E0Color: Off BlackModel #: G634JZ-XS96Item #: N82E16834236368Return Policy: Standard Return Policy
113,"ASUS ZenBook Pro 15 UM535 OLED 15.6"" FHD Touchscreen (AMD Ryzen 7 5800H , 16GB RAM, 1TB SSD, GeForce RTX 3050 Ti, 8-Core Beat i7-11370H) Business Workstation Laptop , Up to 18 Hrs Battery, Win 11 Pro","1,099.99",rated 4.2 out of 5,58,Type: Everyday ValueResolution: 1920 x 1080Weight: 4.41 lbs.Graphics Card: NVIDIA GeForce RTX 3050 Ti Laptop GPUModel #: UM535QE-XH71T 16 1tItem #: 9SIADG3JMD0843Return Policy: View Return Policy
114,"Acer Nitro 5 Gaming Laptop, 15.6"" QHD 165Hz Display, NVIDIA GeForce RTX 3070 Ti Graphics, AMD Ryzen 7 6800H(>i9-11900H ) Processor, 32GB DDR5 RAM, 2TB SSD, Wi-Fi 6, Windows 11 Home","1,569.00",,,Color: BlackDisplay Type: QHDResolution: 2560 x 1440Graphic Type: Dedicated CardModel #: Acer-Nitro-R7-4Item #: 9SIAWVGJXA1421Return Policy: View Return Policy
115,"MSI Laptop Creator Z17 Intel Core i9 12th Gen 12900H (2.50GHz) 32GB Memory 2 TB NVMe SSD NVIDIA GeForce RTX 3080 Laptop GPU 17.0"" Touchscreen Windows 11 Pro 64-bit Creator Z17 A12UHT-048","$3,899.00 ",rated 5 out of 5,1,Type: Content Creation / Work / BusinessResolution: 2560 x 1600Weight: 6.79 lbs.Graphics Card: NVIDIA GeForce RTX 3080 Laptop GPUModel #: CreatorZ17A12UHT-048Item #: N82E16834156168Return Policy: Standard Return Policy
116,"MSI GF Series GF63 Thin 11UCX-1424US 15.6"" 144 Hz IPS Intel Core i5 11th Gen 11400H (2.70GHz) NVIDIA GeForce RTX 2050 Laptop GPU 8GB Memory 512 GB NVMe SSD Windows 11 Home 64-bit Gaming Laptop",699,,,Resolution: 1920 x 1080Weight: 4.10 lbs.Color: BlackOperating System: Windows 11 Home 64-bitModel #: GF63 Thin 11UCX-1424USItem #: N82E16834156516Return Policy: Standard Return Policy
117,"Fusion5 14.1"" Full HD Windows 11 Laptop - 128GB Storage, 4GB RAM, T90B+ Pro Model Lapbook, N4120 Intel Quad Core CPU, 5GHz WiFi (Dual-Band WiFi) 2X WiFi speeds, USB 3.0, Supports M.2 SATA SSD (128GB)",$299.99 ,,,"Type: Home / PersonalResolution: 1920 x 1080Operating System: Windows 11 HomeScreen: 14""Model #: T90Pro128GB-Win11-LSE-2022Item #: 9SIBMBSJX94877Return Policy: View Return Policy"
118,"Refurbished HP Probook 445 G7 14.0"" FHD (1920 x 1080) Grade A Business Laptop, AMD Ryzen 5 4500U Professor, 2.3Ghz up to 4.0GHz, 16GB RAM, 512GB SSD, Wi-Fi, Bluetooth, HDMI, Webcam, Windows 10 Pro 64 bit",$349.00 ,,,Color: SilverResolution: 1920 x 1080Type: Work / BusinessModel #: HP-445G7-AMD-Ryzen-4500U-16-512Item #: 9SIBDSAJBM2016Return Policy: View Return Policy
119,"Lenovo Laptop Slim Pro 9i Intel Core i9 13th Gen 13905H (2.60GHz) 32GB Memory 1 TB NVMe SSD NVIDIA GeForce RTX 4060 Laptop GPU 16.0"" Touchscreen Windows 11 Home 64-bit 83C00004US","2,194.00",rated 3.5 out of 5,2,Type: Content Creation / Gaming / Home / PersonalResolution: 3200 x 2000Weight: 4.95 lbs.Graphics Card: NVIDIA GeForce RTX 4060 Laptop GPUModel #: 83C00004USReturn Policy: View Return Policy
120,"MSI Summit E16 Flip 16"" QHD+ 165Hz Touch Ultra Thin 2-in-1 Professional Laptop Intel® Core™ i7-1360P RTX 4050 32GB LPDDR5 1TB NVMe SSD Win 11 Pro with MSI Pen, A13VET-076US","1,999.00",,,Graphics Card: NVIDIA GeForce RTX 4050 Laptop GPUWeight: 4.63 lbs.Color: Ink BlackOperating System: Windows 11 Pro 64-bitModel #: Summit E16Flip A13VET-076USItem #: N82E16834156457Return Policy: Standard Return Policy
121,"MSI Prestige 16 16"" QHD+ 165Hz MiniLED Ultra Thin Professional Laptop Intel® Core™ i7-13700H RTX 4060 32GB LPDDR5 2TB NVMe SSD Win 11 Pro, A13VF-039US","$2,099.00 ",rated 5 out of 5,1,Type: Work / BusinessResolution: 2560 x 1600Weight: 4.19 lbs.Graphics Card: NVIDIA GeForce RTX 4060 Laptop GPUModel #: Prestige 16Studio A13VF-039USItem #: N82E16834156458Return Policy: Standard Return Policy
122,"ASUS VivoBook Pro 16 Laptop, 16” Display, Intel Core i9-13900H CPU, NVIDIA® GeForce® RTX™ 4060 GPU, 16GB RAM, 512GB SSD, Windows 11 Home, Quiet Blue, K6602VV-DS94","$1,499.99 ",,,Resolution: 1920 x 1200Graphics Card: NVIDIA® RTX™ 4060Part Number: 90NB1141-M002J0Bluetooth: Bluetooth 5.0Model #: K6602VV-DS94Item #: N82E16834236453Return Policy: Standard Return Policy
123,"MSI Laptop Creator Z16 Intel Core i7 12th Gen 12700H (2.30GHz) 16GB Memory 1 TB NVMe SSD NVIDIA GeForce RTX 3060 Laptop GPU 16.0"" Touchscreen Windows 11 Pro 64-bit Creator Z16 A12UET-031US","$2,399.00 ",,,Type: Content Creation / Work / BusinessResolution: 2560 x 1600Weight: 5.07 lbs.Graphics Card: NVIDIA GeForce RTX 3060 Laptop GPUModel #: Z16 A12UET-031USItem #: N82E16834156174Return Policy: Standard Return Policy
124,"MSI GS Series Stealth GS77 12UHS-083 17.3"" 240 Hz Intel Core i7 12th Gen 12700H (2.30GHz) NVIDIA GeForce RTX 3080 Ti Laptop GPU 32GB Memory 1TB NVMe SSD Windows 11 Pro 64-bit Gaming Laptop","2,708.81",rated 4.1 out of 5,10,Resolution: 2560 x 1440Weight: 6.17 lbs.Color: Core BlackOperating System: Windows 11 Pro 64-bitModel #: GS77 12UHS-083Return Policy: View Return Policy
125,"Refurbished Dell Latitude 3190 11.6"" HD Grade A Business Laptop, Intel Pentium N5000 Professor, 2.7GHz, 8GB DDR4 RAM, 128GB SSD, Wi-Fi, Bluetooth, Windows 10 Pro 64 bit",119,,,Type: EducationColor: BlackModel #: Dell-3190-N5000-8-128Item #: 9SIBDSAJEB9517Return Policy: View Return Policy
